nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT05168072,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Weight Loss Effects of M-health App in Obesity Multidisciplinary Outpatient Clinic,UNKNOWN,,,,False,False,NA,"['Obesity', 'm-Health', 'NAFLD']","['obesity', 'NAFLD', 'm-Health']"
NCT06575660,University of Chicago,OTHER,Digital Support for Mental Health Intervention in Patients With Inflammatory Bowel Disease,RECRUITING,,"[{'name': 'Cedars-Sinai Medical Center', 'class': 'OTHER'}]",False,False,False,NA,"['Inflammatory Bowel Diseases', 'Anxiety', 'Depression', 'Ulcerative Colitis', 'Crohn Disease']",
NCT06942130,"Hospital of Stomatology, Wuhan University",OTHER,The Application of Artificial Intelligence in Dental Education,COMPLETED,,,True,False,False,NA,['Medical Education'],
NCT06724627,BelleTorus Corporation,INDUSTRY,Application of the Belle.AI Dermatological Image Reference System for Patient Diagnosis in an Active Clinical Setting,RECRUITING,,"[{'name': 'Urban Health Plan Inc.', 'class': 'UNKNOWN'}]",True,False,False,NA,"['Skin Condition', 'Dermatology', 'Dermatology/Skin - Other']","['AI', 'Artificial Intelligence', 'Digital Health', 'Health Equity', 'Dermatology', 'Skin Health']"
NCT05042063,"Clinica Universidad de Navarra, Universidad de Navarra",OTHER,Acoustic Cough Monitoring for the Management of Patients With Known Respiratory Disease,RECRUITING,,"[{'name': ""Centre de Recherche du Centre Hospitalier de l'Université de Montréal"", 'class': 'OTHER'}, {'name': 'Hyfe Inc', 'class': 'OTHER'}]",False,False,False,,"['Cough', 'COPD', 'GERD', 'Asthma', 'Tuberculosis', 'Non-Tuberculous Mycobacterial Pneumonia', 'COVID-19 Pneumonia']",
NCT03909685,Johns Hopkins University,OTHER,Examining the Feasibility of the Ask RoSE Mobile Mental Health Application,WITHDRAWN,Application withdrawn from the IRB.,,False,False,False,NA,"['Mental Health Wellness 1', 'Anxiety']",
NCT06176001,"Mental Health Services in the Capital Region, Denmark",OTHER,"Group-based Psychoeducation for Relatives of Patients With Bipolar Disorder, a Randomized Controlled Trial",RECRUITING,,,False,False,False,NA,['Bipolar Disorder'],"['Relatives', 'Caregivers', 'Family', 'Psychoeducation', 'Randomized controlled trial']"
NCT06346496,"Institute of Psychology, Chinese Academy of Sciences",OTHER,Young People Aged 18-25 With Depression or Anxiety Mood Participate in an LLM-based Digital Dialogue Intervention Study,COMPLETED,,,False,False,False,NA,"['LLM-based AI Dialogue Bot', 'Depression', 'Anxiety']",
NCT04536701,Ohio State University,OTHER,Learning and Improving Alzheimer's Patient-Caregiver Relationships Via Smart Healthcare Technology,COMPLETED,,"[{'name': 'University of Virginia', 'class': 'OTHER'}, {'name': 'The University of Tennessee, Knoxville', 'class': 'OTHER'}]",False,False,False,NA,"['Alzheimer Disease', 'Caregiver Stress Syndrome']","['Alzheimer Disease', 'Dementia', 'Caregiving', 'Smart Health Technology']"
NCT03713333,Scripps Health,OTHER,Implementing Digital Health in a Learning Health System,COMPLETED,,"[{'name': 'West Virginia University', 'class': 'OTHER'}]",True,False,True,NA,"['Cardiovascular Diseases', 'Hypertension', 'Heart Failure', 'Atrial Fibrillation', 'Metabolic Syndrome', 'Genetic Disease']","['digital health', 'handheld ultrasound', 'smartphone ECG', 'mobile health', 'point of care genomics', 'big data', 'artificial intelligence', 'learning health system']"
NCT03762902,Lifegraph Ltd.,INDUSTRY,Predicting Migraine Attacks Based on Environmental and Behavioral Changes as Detected From the Smartphone,TERMINATED,Sufficient data was collected through the app to achieve initial results,"[{'name': 'Henry Ford Health System', 'class': 'OTHER'}]",,False,False,,"['Migraine Disorders', 'Headache Disorders', 'Headache Disorders, Primary', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases']","['Migraine', 'Smartphone', 'App', 'Prediction', 'Forecast', 'Detection', 'Individual', 'Machine Learning', 'Data Science', 'Algorithm', 'Behavior', 'Henry Ford Health System', 'HFHS', 'Lifegraph']"
NCT05045456,Cardiologs Technologies,INDUSTRY,Observational Clinical Investigation of EKG Diagnostic Performance of the Apple Watch Augmented With an AI Algorithm,COMPLETED,,,False,False,False,,['Atrial Fibrillation'],
NCT06920238,Trustees of Dartmouth College,OTHER,Use of a Generative AI (Gen-AI) Chatbot for Anxiety and Depression Among Persons With Cannabis Use,RECRUITING,,"[{'name': 'National Institute on Drug Abuse (NIDA)', 'class': 'NIH'}]",False,False,False,PHASE1,"['Cannabis Use Disorder', 'Anxiety', 'Depression, Anxiety', 'Depression - Major Depressive Disorder']","['Artifical Intelligence', 'Generative AI', 'Generative Artificial Intelligence', 'Therabot', 'Therabot-CALM', 'Cannabis Use Disorder', 'Anxiety', 'Depression', 'Chatbot', 'Cannabis Use', 'Drug Abuse', 'Drug Use', 'Drug Use Disorder', 'Interview', 'Screening', 'Application', 'REDCap', 'post-intervention measures', 'System Usability Scale', 'Treatment Acceptability and Adherence Scale', 'Cannabis Use Disorders Identification Test - Revised', 'Cannabis Use Disorders Identification Test', 'Quantity of Cannabis Use Inventory', 'Patient Health Questionnaire for depression', 'generalized anxiety disorder screener', 'DSM-5', 'Zoom']"
NCT06114914,University of Tasmania,OTHER,TapTalkTest Project:Development of a Non-invasive Screening Test to Detect Risk of Alzheimer's Disease Pathology,ENROLLING_BY_INVITATION,,,False,False,False,,"['Alzheimer Disease', 'Dementia', 'Movement Abnormalities', 'Speech Disorders']","[""Alzheimer's disease"", 'Dementia', 'preclinical', 'Artificial Intelligence', 'Machine learning']"
NCT05426382,Sidekick Health,INDUSTRY,A Digital Solution for Individuals With Non Alcoholic Fatty Liver Disease,COMPLETED,,"[{'name': 'Hjartamiðstöðin, Iceland', 'class': 'UNKNOWN'}, {'name': 'Hjartavernd, Iceland', 'class': 'UNKNOWN'}]",False,False,False,NA,['Non Alcoholic Fatty Liver Disease'],"['non alcoholic fatty liver disease', 'digital solution', 'lifestyle change', 'remote monitoring', 'clinical outcome', 'quality of life', 'digital intervention', 'non-alcoholic steatohepatitis']"
NCT03638479,Universität Münster,OTHER,Utilizing Smart Devices to Identify New Phenotypical Characteristics in Movement Disorders,COMPLETED,,,False,False,False,,"['Parkinson Disease', 'Essential Tremor', 'Movement Disorders', ""Parkinson's Syndrome"", 'Atypical Parkinsonism']",
NCT03078608,Kaiser Permanente,OTHER,POEM (Practice Of Embracing Each Moment) STUDY,COMPLETED,,"[{'name': 'American Cancer Society, Inc.', 'class': 'OTHER'}]",True,False,False,NA,"['Distress', 'Cancer', 'Chemotherapy Effect']","['anxiety', 'quality of life', 'mindfulness', 'meditation', 'depression']"
NCT06949306,Shanghai 10th People's Hospital,OTHER,Intervention Study on Digital Health Management,NOT_YET_RECRUITING,,,False,False,False,NA,"['Hypertension', 'Hyperlipidemia']","['Cardiometabolic abnormalities', 'Digital Interventions']"
NCT05824754,University of Michigan,OTHER,An App to Reduce Cannabis Use Among Emerging Adults,COMPLETED,,"[{'name': 'National Institute on Drug Abuse (NIDA)', 'class': 'NIH'}]",,False,False,NA,['Cannabis Use'],"['Cannabis Use', 'Marijuana', 'Substance-Related Disorders', 'Mental Disorders']"
NCT05402410,Hepatopancreatobiliary Surgery Institute of Gansu Province,OTHER,An AI Model Based on Smartphone-derived Multimodality Images to Evaluate Portal Hypertension in Patients With Cirrhosis (CHESS2203),UNKNOWN,,"[{'name': ""The Third People's Hospital of Taiyuan"", 'class': 'OTHER'}, {'name': ""QuFu People's Hospital"", 'class': 'INDIV'}, {'name': ""Shenyang Sixth People's Hospital"", 'class': 'UNKNOWN'}, {'name': 'LanZhou University', 'class': 'OTHER'}, {'name': ""Hospital of Chengdu Office of People's Government of Tibetan Autonomous Region"", 'class': 'UNKNOWN'}, {'name': 'Fifth Medical Center of Chinese PLA General Hospital', 'class': 'UNKNOWN'}, {'name': 'Tsinghua University', 'class': 'OTHER'}]",False,False,False,,['Portal Hypertension'],"['cirrhosis', 'Traditional Chinese Medicine', 'artificial intelligence', 'portal hypertension', 'hepatic venous pressure gradient']"
NCT06538155,Università Vita-Salute San Raffaele,OTHER,Technological and Patient-tailored Innovations for Maximizing Effectiveness of Cardiac Arrest Resuscitation,RECRUITING,,"[{'name': 'IRCCS Ospedale San Raffaele', 'class': 'OTHER'}, {'name': 'Politecnico di Milano', 'class': 'OTHER'}, {'name': 'Azienda Ospedaliera Universitaria ""Luigi Vanvitelli"" (AOV)', 'class': 'UNKNOWN'}, {'name': 'Azienda Ospedaliera Universitaria Federico II (AOU Federico II)', 'class': 'UNKNOWN'}]",False,False,False,,"['Out-Of-Hospital Cardiac Arrest', 'Cardiac Arrest']","['out-of-hospital cardiac arrest', 'cardiac arrest', 'cardiopulmonary resuscitation', 'extracorporeal cardiopulmonary resuscitation']"
NCT05689307,Siva Health AG,INDUSTRY,Validation Study With a Non-CE Marked Medical Device (MD),ENROLLING_BY_INVITATION,,,False,False,True,NA,['Chronic Cough'],
NCT05937477,Samsung Medical Center,OTHER,Developing Artificial Intelligence-based Algorism to Predict Side Effects and Symptoms From Chemotherapy,RECRUITING,,,False,False,False,,"['Lung Cancer', 'Head and Neck Cancer', 'Esophageal Cancer']",
NCT03246490,Butler Hospital,OTHER,A Machine Learning Approach for Inferring Alcohol Intoxication Levels From Gait Data,COMPLETED,,,True,False,False,NA,['Alcohol Drinking'],
NCT06941662,Stanford University,OTHER,Huntington's Disease Biobank: Advancing Remote Monitoring and Deep Phenotyping,RECRUITING,,"[{'name': 'Schwab Charitable Fund', 'class': 'UNKNOWN'}]",False,False,False,,['Huntington Disease'],"[""Huntington's disease biomarkers"", 'remote monitoring', 'biobank', 'observational study']"
NCT06237036,AI Labs Group S.L,INDUSTRY,Clinical Validation of AI-Based System for Continuous Remote Monitoring of Patient Severity,COMPLETED,,"[{'name': 'University Hospital of Torrejon', 'class': 'OTHER'}]",False,False,False,,"['Skin Diseases', 'Skin Condition']","['Dermatology', 'Skin lesions', 'Dermatologist', 'Artificial Intelligence', 'Chronic illness']"
NCT06233123,Assiut University,OTHER,Efficacy of a Phone Application on Treatment Adherence in Asthmatic Patients in Upper Egypt,NOT_YET_RECRUITING,,,,False,False,NA,"['Bronchial Asthma', 'Adherence, Medication']",
NCT02871089,University of Cambridge,OTHER,Closed Loop From Onset in Type 1 Diabetes,ACTIVE_NOT_RECRUITING,,"[{'name': 'Cambridge University Hospitals NHS Foundation Trust', 'class': 'OTHER'}, {'name': ""Alder Hey Children's NHS Foundation Trust"", 'class': 'OTHER'}, {'name': 'Nottingham University Hospitals NHS Trust', 'class': 'OTHER'}, {'name': 'Oxford University Hospitals NHS Trust', 'class': 'OTHER'}, {'name': 'University Hospital Southampton NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'Jaeb Center for Health Research', 'class': 'OTHER'}, {'name': 'The Leeds Teaching Hospitals NHS Trust', 'class': 'OTHER'}, {'name': 'University of Edinburgh', 'class': 'OTHER'}]",True,,,NA,"['Diabetes Mellitus', 'Type 1 Diabetes']","['Type 1 Diabetes', 'Closed-loop glucose control', 'Artificial Pancreas', 'Continuous subcutaneous insulin infusion', 'Multiple daily injection therapy', 'New onset type 1 diabetes', 'Residual C-Peptide secretion', 'Beta-cell function preservation', 'Continuous glucose monitoring']"
NCT05325723,"University Hospital, Basel, Switzerland",OTHER,Evaluation of an Automated Smartphone-based Digital Auscultation Application for Detecting Abnormal Heart Sounds Using Deep Learning Techniques,COMPLETED,,,False,False,False,,['Valvular Heart Disease'],"['automated digital auscultation', 'deep learning technique', 'smartphone-based digital auscultation', 'Computer-assisted auscultation (CAA)', 'artificial neural networks (ANN)', 'heart sound (HS) identification', 'medical grade audio phonocardiogram (PCG)']"
NCT03490253,"University of California, San Francisco",OTHER,Diabetes and Depression Text Messaging Intervention,COMPLETED,,"[{'name': 'University of California, Berkeley', 'class': 'OTHER'}, {'name': 'Agency for Healthcare Research and Quality (AHRQ)', 'class': 'FED'}]",True,False,False,NA,"['Diabetes', 'Depression', 'Physical Activity']",
NCT04056663,Hospital Clinic of Barcelona,OTHER,Health-circuit Evaluation as a Digital Support for the Management of Patients at Risk of Hospitalization,COMPLETED,,,,False,False,NA,"['Multiple Chronic Conditions', 'Chronic Disease']","['Artificial Intelligence', 'Continuity of Patient Care']"
NCT05914220,NHS Greater Glasgow and Clyde,OTHER,"DYNAMIC AI: Digital Innovation With Remote Management and Predictive Modelling to Integrate COPD Care With Artificial Intelligence-based Insights: An Acceptability, Feasibility and Safety Study",RECRUITING,,"[{'name': 'Lenus Health', 'class': 'UNKNOWN'}, {'name': 'University of Glasgow Robertson Centre for Bio Statistics', 'class': 'UNKNOWN'}]",False,False,False,,['COPD'],
NCT06248034,Singapore General Hospital,OTHER,A Pilot Feasibility Study Comparing Smartphone Home-based Rehabilitation Program Against the Usual Hospital and Outpatient Physiotherapy Care on Clinical and Cost Effectiveness for Total Knee Replacement Patients,NOT_YET_RECRUITING,,"[{'name': 'Rootally AI PTE LTD', 'class': 'UNKNOWN'}]",False,False,False,NA,['Knee Arthropathy'],"['Knee Arthroplasty;', 'Orthopedic Procedures;', 'Outcome Assessments;', 'Self- Help Devices;', 'Technology;', 'Knee: Treatment Outcome']"
NCT06689319,Atılım University,OTHER,Factors Linked to AI Literacy in University Students,NOT_YET_RECRUITING,,,False,False,False,,"['Technology Literacy', 'Reading Habits', 'Smartphone Addiction', 'Internet Addiction', 'Academic Acheivement']","['artificial intelligence', 'reading habits', 'smartphone addiction', 'internet addiction']"
NCT06794840,University of Connecticut,OTHER,JomCare Study - A Harm Reduction Study,NOT_YET_RECRUITING,,"[{'name': 'University of Malaya', 'class': 'OTHER'}, {'name': 'Yale University', 'class': 'OTHER'}, {'name': 'National Institute on Drug Abuse (NIDA)', 'class': 'NIH'}, {'name': 'University of Michigan', 'class': 'OTHER'}, {'name': 'University of Texas at Tyler', 'class': 'OTHER'}, {'name': 'Ohio State University', 'class': 'OTHER'}]",True,False,False,NA,"['HIV', 'Substance Abuse Disorder']","['HIV', 'mHealth', 'JITAI', 'Chemsex']"
NCT04717076,University of Jena,OTHER,PrevA Study - Evaluation of an App-based Nutritional Concept,COMPLETED,,,False,False,False,NA,['Reduction of Cardiovascular Risk Factors'],"['personalized nutritional concept, weight reduction, mHealth']"
NCT05753605,4YouandMe,OTHER,My Experiences: Leveraging Digital Technologies to Better Understand Mental Health,ACTIVE_NOT_RECRUITING,,"[{'name': 'Mind Medicine, Inc.', 'class': 'INDUSTRY'}, {'name': 'Vector Institute for Artificial Intelligence', 'class': 'UNKNOWN'}, {'name': 'Cambridge Cognition Ltd', 'class': 'INDUSTRY'}, {'name': 'University of Washington', 'class': 'OTHER'}]",False,False,False,,"['Mental Health Symptoms', 'Wearables']","['Mental Health', 'Depression', 'Anxiety', 'Bipolar Disorder', 'Psychosis', 'Wearables']"
NCT05640141,"University Hospital, Caen",OTHER,Pre-demential Motoric Cognitive Risk Syndrome in Ageing Subjects,UNKNOWN,,,True,False,False,,"['Motoric Cognitive Risk Syndrome', 'Mild Cognitive Impairment', 'Alzheimer Disease', 'Dementia']","['MRI', 'Cognition', 'Gait', 'Executive functions', 'Virtual reality', 'Motion capture']"
NCT06265909,Mobio Interactive PTE LTD,INDUSTRY,Prospective Real World Study on Therapy Prediction Algorithm Training,COMPLETED,,,,False,False,,"['Stress', 'Emotional Wellbeing']","['Precision psychiatry', 'Recommendation algorithm', 'Psychological stress', 'Remote therapy', 'Remote monitoring']"
NCT05335096,Yale University,OTHER,An AI-based mHealth Intervention to Improve HIV Testing,RECRUITING,,"[{'name': 'University of Malaya', 'class': 'OTHER'}, {'name': 'Fogarty International Center of the National Institute of Health', 'class': 'NIH'}]",False,False,False,NA,['HIV Infections'],
NCT05204615,"Adhera Health, Inc.",INDUSTRY,SENSING-AI Cohort for Long COVID Patients,COMPLETED,,"[{'name': 'Fundación Pública Andaluza para la gestión de la Investigación en Sevilla', 'class': 'OTHER'}, {'name': ""Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina"", 'class': 'OTHER'}]",False,False,False,,['Post-acute COVID-19 Syndrome'],"['COVID-19 syndrome', 'Prospective study', 'Artificial Intelligence', 'Mental Health']"
NCT06603909,Changsha Medical University,OTHER,Health Outcomes of Nasopharyngeal Carcinoma Patients Three Years After Treatment by the AI-assisted Home Enteral Nutrition Management,COMPLETED,,,False,False,False,NA,"['Cancer, Carcinoma', 'Artificial Intelligence (AI)', 'Nutrition']",
NCT04170920,Indiana University,OTHER,Pilot Study of a an App to Improve Medication Adherence in Breast Cancer Survivors Receiving AIs,COMPLETED,,,True,False,False,NA,"['Breast Cancer', 'DCIS']","['breast cancer', 'DCIS', 'aromatase inhibitor']"
NCT06374550,University of Miami,OTHER,Jump Start on the Go: Improving Resiliency and the Social-Emotional Development of At-Risk Preschool Children,RECRUITING,,,False,False,False,NA,['Mental Health Wellness 1'],
NCT06670287,Henry Ford Health System,OTHER,The Use of Multiple Sensors to Track Sleep in Nightshift Workers,NOT_YET_RECRUITING,,"[{'name': 'Michigan State University', 'class': 'OTHER'}]",True,False,False,NA,"['Sleep', 'Nightshift Work']","['Sleep tracking', 'Actigraphy', 'Nightshift work', 'Sleep', 'machine learning']"
NCT05509517,Universitaire Ziekenhuizen KU Leuven,OTHER,A Clinical Trial of the Use of Remote Heart Rhythm Monitoring With a Smartphone After Cardiac Surgery,COMPLETED,,,False,False,False,NA,"['Atrial Fibrillation and Flutter', 'Atrial Fibrillation', 'Postoperative Complications', 'Arrhythmia']","['Atrial Fibrillation', 'Digital Health', 'Artificial Intelligence', 'Cardiac Surgery', 'Postoperative atrial fibrillation (POAF)']"
NCT04573244,MYOR Ltd.,INDUSTRY,Hemoglobin Easy Measurement With Optical Artificial Intelligence,COMPLETED,,,,False,False,,['Hemoglobin; Deficiency'],
NCT04872777,Milton S. Hershey Medical Center,OTHER,Mobile Health Delivered Lifestyle Intervention Program in Patients With NASH,COMPLETED,,"[{'name': 'Noom Inc.', 'class': 'INDUSTRY'}]",False,False,False,NA,['Non-alcoholic Steatohepatitis'],
NCT05515679,Hopeful Aging,INDUSTRY,The BRAIN App: Building Relationships Using Artificial Intelligence and Nostalgia,COMPLETED,,,False,False,False,NA,"['Dementia', 'Dementia, Vascular', 'Alzheimer Disease', 'Dementia, Mixed']","['psychosocial', 'non-pharmacological']"
NCT05046886,NYU Langone Health,OTHER,Personalized Dietary Management in Type 2 Diabetes,RECRUITING,,"[{'name': 'National Institute of Nursing Research (NINR)', 'class': 'NIH'}]",False,False,False,NA,['Type 2 Diabetes'],"['precision nutrition', 'Mediterranean diet', 'behavioral intervention']"
NCT06289231,Gdansk University of Physical Education and Sport,OTHER,The Use of Artificial Intelligence (AI) for Gait Analysis,NOT_YET_RECRUITING,,,False,False,False,,['Gait'],"['Vicon', 'Gait analysis', 'Artificial intelligence', 'Tracking movement', 'Pose estimation']"
NCT06551090,Columbia University,OTHER,Prediction of Anxiety and Memory State,RECRUITING,,"[{'name': 'National Institute of Mental Health (NIMH)', 'class': 'NIH'}, {'name': 'Rutgers University', 'class': 'OTHER'}, {'name': 'University of Minnesota', 'class': 'OTHER'}]",True,False,False,,"['Anxiety', 'Memory', 'Epilepsy']",
NCT04116983,Skin Analytics Limited,INDUSTRY,DERM NMSC Validation Study,COMPLETED,,"[{'name': 'Innovate UK', 'class': 'OTHER_GOV'}]",False,False,False,,['Non-melanoma Skin Cancer'],
NCT03871179,"Cognoa, Inc.",INDUSTRY,Cognoa ASD Diagnostic Device - Data Collection Study,WITHDRAWN,No participants enrolled,,False,False,True,NA,['Autism Spectrum Disorder'],
NCT06876259,University of Pittsburgh,OTHER,Artificial Intelligence Diagnostic Decision Support to Reduce Antimicrobial Prescriptions in Young Children With Colds,NOT_YET_RECRUITING,,"[{'name': 'Merck Sharp & Dohme LLC', 'class': 'INDUSTRY'}]",False,False,True,NA,"['Acute Otitis Media (AOM)', 'Upper Respiratory Infection']","['acute otitis media', 'diagnosis', 'artificial intelligence', 'diagnostic classifier', 'antimicrobial stewardship']"
NCT06378463,University of Groningen,OTHER,Cognitive Remediation and Transcranial Direct Current Stimulation in Severe Mental Illness (SMI),RECRUITING,,"[{'name': 'Stichting Cosis', 'class': 'UNKNOWN'}, {'name': 'Lentis Psychiatric Institute', 'class': 'OTHER'}, {'name': 'GGZ Friesland', 'class': 'OTHER'}]",False,False,False,NA,['Severe Mental Illness'],"['Cognitive training', 'Cognitive functioning', 'Cognitive rehabilitation', 'Cognitive remediation', 'Functional recovery', 'Community recovery', 'Non-invasive brain stimulation', 'transcranial Electrical Stimulation', 'transcranial Direct Current Stimulation']"
NCT04300270,Karolinska Institutet,OTHER,Validation of a Novel Smartphone-based Method for Heart Rhythm Monitoring in the Home Environment,ACTIVE_NOT_RECRUITING,,"[{'name': 'Danderyd Hospital', 'class': 'OTHER'}]",False,False,True,,"['Atrial Fibrillation', 'Atrial Flutter', 'Arrhythmia']","['Smartphone', 'Photoplethysmography', 'Cardioversion', 'Telemonitoring', 'Validation', 'Mobile ECG']"
NCT05168150,McGill University,OTHER,Testing the Efficacy of an Artificial Intelligence Real-Time Coaching SystemSystemSimulatioTraining of Medical Students,COMPLETED,,,False,False,False,NA,['Surgical Education'],"['Virtual reality', 'Artificial Intelligence', 'Coaching']"
NCT06785051,National Taiwan University Hospital,OTHER,AI-based Physiotherapy for Oral Cancer Patients,RECRUITING,,,False,False,False,NA,['Oral Cancer'],"['Artificial intelligence', 'Oral cancer', 'Maximum interincisal opening', 'Physical function', 'Prehabilitation', 'Physiotherapy']"
NCT05509907,Istanbul University - Cerrahpasa,OTHER,Development of The Pediatric Physical Activity Tracking Platform (Pedi@Ctivity) and Smartwatch-based Big Data Analysis,UNKNOWN,,"[{'name': 'The Scientific and Technological Research Council of Turkey', 'class': 'OTHER'}]",False,False,False,NA,"['Physical Activity', 'Adolescent', 'Childhood Rheumatic Disease']","['Physical Activity', 'Exercise', 'Big Data', 'Artificial Learning', 'Smart Watch', 'Adolescent', 'mHealth', 'ehealth']"
NCT03633825,Harvard University,OTHER,Brief Online Help-seeking Barrier Reduction Intervention,COMPLETED,,,False,False,False,NA,"['Crisis Intervention', 'Suicide and Depression']","['suicide', 'mental health crisis', 'crisis referrals', 'help-seeking', 'risk assessment', 'treatment barrier']"
NCT06217172,Hospital de Clinicas de Porto Alegre,OTHER,RHEUPP - A Rheumatological Follow-up Management App,NOT_YET_RECRUITING,,"[{'name': 'PANLAR - 2023 Innovation Award', 'class': 'UNKNOWN'}]",False,False,False,NA,['Rheumatoid Arthritis'],"['Rheumatoid arthritis', 'telehealth', 'mhealth app']"
NCT04948268,Northwestern University,OTHER,Digital Mental Health Service for Non-Treatment Seeking Young Adults,COMPLETED,,,True,False,False,NA,"['Depression', 'Anxiety', 'Suicidal Ideation']","['Text messaging', 'Depression', 'Anxiety', 'Telemedicine', 'Digital Mental Health', 'mobile health (mHealth)', 'Mobile phone', 'Technology assisted', 'Smartphone', 'Cell phone', 'Coach']"
NCT04809090,Idego srl,INDUSTRY,CO-ADAPT: Adaptive Environments and Conversational Agent Based Approaches for Healthy Ageing and Work Ability,COMPLETED,,"[{'name': 'Università degli Studi di Trento', 'class': 'OTHER'}]",False,False,False,NA,"['Work Related Stress', 'Psychologic Adaptation']","['work related stress', 'Psychological Adaptation']"
NCT03990792,The Mediterranean Institute for the Advance of Biotechnology and Health Research,OTHER,Personalized Prevention of Depression in Primary Care,UNKNOWN,,"[{'name': 'Preventive Services and Health Promotion Research Network', 'class': 'OTHER'}, {'name': 'Institute of Biomedical Research in Málaga (IBIMA)', 'class': 'UNKNOWN'}, {'name': 'Andalusian Regional Ministry of Health', 'class': 'OTHER_GOV'}, {'name': 'European Regional Development Fund', 'class': 'OTHER'}, {'name': 'University of Malaga', 'class': 'OTHER'}]",False,False,False,NA,['Depression'],"['Depression', 'Primary Prevention', 'Primary Health Care', 'Randomized controlled trial', 'mHealth', 'App']"
NCT05594940,Butterfly Network,INDUSTRY,Heart Failure Monitoring With a Portable Ultrasound Device With Artificial Intelligence Assisted Tools: A Multi-Phase Observational Feasibility Study,TERMINATED,Data Analysis,,False,False,False,,['Congestive Heart Failure'],"['CardioMEMS', 'iQ+', 'Home', 'CHF', 'B-Lines']"
NCT06320756,Wysa,INDUSTRY,Examining the Feasibility of Wysa in Hindi,COMPLETED,,"[{'name': 'Udaan', 'class': 'UNKNOWN'}]",False,False,False,NA,"['Mental Health Issue', 'Diabetes Distress']",['digital mental health']
NCT06744452,University of Witten/Herdecke,OTHER,"App-based Stress Management with the MHealth Application ""harmony""",NOT_YET_RECRUITING,,,True,False,False,NA,"['Stress', 'Self Efficacy', 'Resilience, Psychological', 'Goal Achievement', 'Well-Being, Psychological']","['Stress management', 'Stress prevention', 'Application', 'App-based prevention']"
NCT06801093,London School of Economics and Political Science,OTHER,Evaluating the Impact of a Digital Psychosocial Tool (Wysa) on Life Skills and Well-being of College Students in India,RECRUITING,,"[{'name': 'Wysa', 'class': 'INDUSTRY'}]",False,False,False,NA,"['Wellbeing', 'Resilience', 'Self Efficacy', 'Life Skills', 'Problem Solving']","['digital psychosocial tool', 'wellbeing', 'life skills', 'college student', 'digital intervention', 'feasibility study']"
NCT05147961,University of Pisa,OTHER,Precision Medicine for Preventing Type 2 Diabetes: a Step Forward,RECRUITING,,"[{'name': 'University of Florence', 'class': 'OTHER'}, {'name': 'Azienda Ospedaliero, Universitaria Pisana', 'class': 'OTHER'}]",False,False,False,NA,['PreDiabetes'],"['Prediabetes', 'Diabetes prevention', 'Precision medicine', 'Circulating miRNA', 'Wereable device', 'Data integration', 'Obesity', 'Gestational Diabetes', 'Personalized risk estimation', 'mHealth']"
NCT06879210,National Taipei University of Nursing and Health Sciences,OTHER,Application of Artificial Intelligence in Precision Medicine and Healthcare,RECRUITING,,,False,False,False,NA,['Myasthenia Gravis'],"['Myasthenia Gravis', 'AI']"
NCT04493736,Clarigent Health,INDUSTRY,"CAMPUS Expanded ""Classification and Assessment of Mental Health Performance Using Semantics Expanded""",RECRUITING,,,False,False,False,,"['Suicide', 'Suicidal', 'Suicide, Attempted', 'Suicidal Ideation', 'Depression', 'Anxiety', 'Aggression', 'Trauma, Psychological']",
NCT06570070,Beijing Normal University,OTHER,AI-powered Chatbot vs. Human Counselors in Smoking Cessation,NOT_YET_RECRUITING,,,True,False,False,NA,"['Smoking Cessation', 'Mobile Health']",
NCT06743490,Leiden University Medical Center,OTHER,Capturing Key MG-symptoms Using Smartphone Recordings.,RECRUITING,,"[{'name': 'Huma', 'class': 'INDUSTRY'}]",False,False,False,,"['Myasthenia Gravis', 'Fatigue']","['Myasthenia Gravis', 'Fatigue', 'Digital features', 'Machine Learning Algorithms', 'Dysarthria', 'Dysphonia', 'Proximal arm fatigue', 'Ptosis']"
NCT06920316,"St. George's Hospital, London",OTHER,Digital Diet and Exercise Intervention to Reduce Liver Fibrosis in Metabolic Dysfunction-associated Steatotic Liver Disease (MASLD),NOT_YET_RECRUITING,,,False,False,False,PHASE4,['Metabolic Dysfunction-Associated Steatotic Liver Disease'],"['Non-alcoholic Fatty Liver Disease', 'Fatty liver', 'Digital health']"
NCT04976907,Nuralogix Corporation,INDUSTRY,Peri-operative Mobile Application for Contactless Screening and Vital Signs Measurement,UNKNOWN,,"[{'name': 'University Health Network, Toronto', 'class': 'OTHER'}, {'name': 'Hamilton Health Sciences Corporation', 'class': 'OTHER'}]",False,False,False,,['Vital Signs'],
NCT06738641,Applied Science & Performance Institute,INDUSTRY,Effects of Pro2col Application on Health Outcomes,ACTIVE_NOT_RECRUITING,,,False,False,False,NA,"['Health Behavior', 'Nutrition, Healthy', 'Activity, Motor']",
